Function	Provider	MEASURE	Measure	LOCATION	Country	Year	Unit Code	Unit	Value
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.853
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.866
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.899
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.936
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.92
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.147
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.171
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.187
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.24
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.155
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.142
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.152
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	2.187
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	2.184
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	2.368
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	2.413
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	2.393
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	2.471
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	2.439
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	2.579
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	2.992
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	2.975
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	3.091
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	3.177
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	3.311
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	3.438
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	3.521
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	3.547
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.112
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.124
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.126
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.157
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.177
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.195
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.202
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.244
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.015
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.016
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.017
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.016
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.017
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.016
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.017
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.018
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.754
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.758
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.737
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.701
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.547
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.558
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.509
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2010	PC	Percentage	0.659
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2011	PC	Percentage	0.668
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2012	PC	Percentage	0.698
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2013	PC	Percentage	0.71
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2014	PC	Percentage	0.715
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2015	PC	Percentage	0.713
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2016	PC	Percentage	0.722
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2017	PC	Percentage	0.717
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2018	PC	Percentage	0.735
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.221
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.244
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.273
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.322
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.215
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.202
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.212
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.339
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.357
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.355
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.347
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.24
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.228
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.198
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	1.46
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	1.48
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	1.53
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	1.611
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	1.641
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	1.736
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	1.809
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	1.846
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	2.35
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	2.415
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	2.262
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	2.173
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	1.603
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	1.605
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	1.519
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.437
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.422
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.429
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.397
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.298
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.293
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.278
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.002
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.003
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.003
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.002
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.002
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.002
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.012
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.081
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.082
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.096
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.088
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.067
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.071
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.066
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.321
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.33
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.337
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.343
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.338
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.336
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.352
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.352
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.311
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.292
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.315
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.27
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.209
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.211
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.201
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.427
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.437
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.349
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.367
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.369
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.378
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.41
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.403
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.032
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.031
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.033
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.027
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.016
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.015
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.014
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.139
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.134
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.106
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.087
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.09
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.096
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.101
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.102
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.046
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.051
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.056
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.047
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.038
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.033
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.039
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.073
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.07
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.068
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.062
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.047
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.046
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.044
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.28
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.273
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.271
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.279
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.285
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.286
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.288
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.291
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.097
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.1
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.09
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.093
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.075
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.076
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.087
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.104
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	1.331
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	1.41
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	1.467
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	1.512
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	1.517
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	1.538
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	1.552
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	1.561
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.082
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.087
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.079
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.078
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.061
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.063
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.068
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.056
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.052
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.047
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.04
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.027
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	0.027
Preventive care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	0.025
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.222
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.228
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.239
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.272
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.286
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.293
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.312
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.323
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.092
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.087
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.093
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.093
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.103
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.096
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.093
Preventive care	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.097
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	2.071
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	2.019
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	2.036
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	1.814
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	1.398
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2016	PC	Percentage	1.449
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2017	PC	Percentage	1.398
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2010	PC	Percentage	1.147
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2011	PC	Percentage	1.151
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2012	PC	Percentage	1.184
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2013	PC	Percentage	1.159
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2014	PC	Percentage	1.211
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2015	PC	Percentage	1.247
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2016	PC	Percentage	1.261
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2017	PC	Percentage	1.242
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NZL	New Zealand	2018	PC	Percentage	1.206
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2010	PC	Percentage	0.722
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2011	PC	Percentage	0.708
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2012	PC	Percentage	0.724
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2013	PC	Percentage	0.705
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2014	PC	Percentage	0.717
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2015	PC	Percentage	0.758
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2016	PC	Percentage	0.8
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CHE	Switzerland	2017	PC	Percentage	0.806
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2011	PC	Percentage	0.059
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2012	PC	Percentage	0.057
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2013	PC	Percentage	0.052
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2014	PC	Percentage	0.048
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	IRL	Ireland	2015	PC	Percentage	0.024
