"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2005","2005",6991,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2006","2006",7122,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2007","2007",7522,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2008","2008",7919,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2009","2009",8205,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2010","2010",8616,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2011","2011",8943,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2012","2012",9790,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2013","2013",10308,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2014","2014",10264,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2015","2015",10402,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2016","2016",10489,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","AUT","Austria","2017","2017",11053,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2000","2000",2058,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2001","2001",2091,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2002","2002",2194,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2003","2003",2492,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2004","2004",2494,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2005","2005",1841,"B","Break"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2006","2006",3567,"B","Break"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2007","2007",3642,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2008","2008",3653,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2009","2009",3602,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2010","2010",3859,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2011","2011",4394,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2012","2012",4643,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2013","2013",4492,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2014","2014",4404,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2015","2015",4318,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2016","2016",4552,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2017","2017",4425,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CAN","Canada","2018","2018",4426,"P","Provisional value"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2000","2000",0.25,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2001","2001",0.26,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2002","2002",0.27,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2003","2003",0.3,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2004","2004",0.32,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2005","2005",0.35,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2006","2006",0.34,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2007","2007",0.34,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2008","2008",0.35,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2009","2009",0.37,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2010","2010",0.37,"B","Break"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2011","2011",0.38,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2012","2012",0.38,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2013","2013",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2014","2014",0.43,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2015","2015",0.43,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2016","2016",0.44,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","CZE","Czech Republic","2017","2017",0.44,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2000","2000",0.08,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2001","2001",0.08,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2002","2002",0.09,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2003","2003",0.09,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2004","2004",0.11,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2005","2005",0.13,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2006","2006",0.14,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2007","2007",0.12,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2008","2008",0.13,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2009","2009",0.11,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2010","2010",0.11,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2011","2011",0.11,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2012","2012",0.09,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2013","2013",0.08,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2014","2014",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2015","2015",0.08,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2016","2016",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","FIN","Finland","2017","2017",0.04,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2000","2000",12388,"E","Estimated value"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2001","2001",12006,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2002","2002",12306,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2003","2003",12305,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2004","2004",12440,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2005","2005",12351,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2006","2006",12631,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2007","2007",16011,"B","Break"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2008","2008",15622,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2009","2009",15910,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2010","2010",15910,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2011","2011",15929,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2012","2012",15436,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2013","2013",15051,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2014","2014",14646,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2015","2015",14764,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2016","2016",14735,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","HUN","Hungary","2017","2017",14947,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2007","2007",0.25,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2008","2008",0.27,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2009","2009",0.2,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2010","2010",0.2,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2011","2011",0.2,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2012","2012",0.19,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2013","2013",0.2,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2014","2014",0.19,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2015","2015",0.19,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2016","2016",0.18,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2017","2017",0.17,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ISL","Iceland","2018","2018",0.18,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2009","2009",126,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2010","2010",129,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2011","2011",129,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2012","2012",132,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2013","2013",140,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2014","2014",161,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2015","2015",159,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2016","2016",167,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","IRL","Ireland","2017","2017",179,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2000","2000",0.31,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2001","2001",0.33,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2002","2002",0.36,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2003","2003",0.35,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2004","2004",0.36,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2005","2005",0.39,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2006","2006",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2007","2007",0.42,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2008","2008",0.42,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2009","2009",0.42,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2010","2010",0.42,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2011","2011",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2012","2012",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2013","2013",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2014","2014",0.4,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2015","2015",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2016","2016",0.41,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","ITA","Italy","2017","2017",0.42,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2010","2010",59993,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2011","2011",61757,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2012","2012",62301,"B","Break"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2013","2013",62573,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2014","2014",63020,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2015","2015",64907,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2016","2016",64948,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","POL","Poland","2017","2017",66655,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2000","2000",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2001","2001",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2002","2002",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2003","2003",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2004","2004",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2005","2005",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2006","2006",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2007","2007",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2008","2008",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2009","2009",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2010","2010",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2011","2011",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2012","2012",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2013","2013",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2014","2014",0.04,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2015","2015",0.06,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2016","2016",0.06,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","PRT","Portugal","2017","2017",0.05,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2000","2000",7042,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2001","2001",6670,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2002","2002",6621,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2003","2003",6590,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2004","2004",6176,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2005","2005",6197,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2006","2006",6373,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2007","2007",6623,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2008","2008",6601,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2009","2009",6489,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2010","2010",6520,"B","Break"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2011","2011",7095,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2012","2012",6976,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2013","2013",6867,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2014","2014",6677,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2015","2015",7061,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2016","2016",7201,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","CHE","Switzerland","2017","2017",7132,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2000","2000",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2001","2001",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2002","2002",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2003","2003",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2004","2004",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2005","2005",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2006","2006",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2007","2007",0.06,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2008","2008",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2009","2009",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2010","2010",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2011","2011",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2012","2012",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2013","2013",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2014","2014",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2015","2015",0.05,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","USA","United States","2016","2016",0.05,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2000","2000",302,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2001","2001",348,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2002","2002",381,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2003","2003",357,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2004","2004",384,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2005","2005",323,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2006","2006",329,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2007","2007",333,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2008","2008",339,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2009","2009",300,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2010","2010",297,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2011","2011",314,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2012","2012",314,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2013","2013",342,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2014","2014",339,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2015","2015",349,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2016","2016",333,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","EST","Estonia","2017","2017",340,,
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2000","2000",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2001","2001",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2002","2002",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2003","2003",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2004","2004",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2005","2005",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2006","2006",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2007","2007",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2008","2008",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2009","2009",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2010","2010",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2011","2011",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2012","2012",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2013","2013",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2014","2014",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2015","2015",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2016","2016",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","RTOINPNB","Per 1 000 population","SVN","Slovenia","2017","2017",0.1,"D","Difference in methodology"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2000","2000",178,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2001","2001",152,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2002","2002",141,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2003","2003",155,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2004","2004",186,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2005","2005",252,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2006","2006",316,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2007","2007",377,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2008","2008",224,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2009","2009",167,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2010","2010",162,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2011","2011",140,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2012","2012",140,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2013","2013",141,"E","Estimated value"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2014","2014",165,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2015","2015",172,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2016","2016",168,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2017","2017",168,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","DNK","Denmark","2018","2018",168,"E","Estimated value"
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2000","2000",395.72,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2001","2001",412.08,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2002","2002",471.95,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2003","2003",492.59,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2004","2004",560.64,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2005","2005",681.63,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2006","2006",713.68,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2007","2007",645.94,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2008","2008",703.96,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2009","2009",610.75,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2010","2010",586.07,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2011","2011",577.53,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2012","2012",504.42,,
"HOPIREHA","Rehabilitative care beds","NOMBRENB","Number","FIN","Finland","2013","2013",441.71,,
